5.000000000000000409e-06 1.419999999999999957e-06 1.000000000000000048e-04 1.399999999999999877e-04 2.400000000000000061e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.599999999999999928e-06 6.000000000000000152e-05 1.900000000000000105e-05 1.200000000000000030e-05 3.999999999999999819e-06 1.299999999999999886e-04 4.736999999999999708e-06 1.311999999999999967e-10 8.851000000000000045e-07
5.000000000000000409e-06 1.419999999999999957e-06 5.479999999999999710e-05 1.399999999999999877e-04 2.400000000000000061e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.500000000000000038e-06 5.993999999999999871e-05 1.900000000000000105e-05 1.200000000000000030e-05 3.999999999999999819e-06 1.299999999999999886e-04 4.162000000000000131e-06 4.064999999999999921e-10 2.031000000000000121e-06
5.000000000000000409e-06 1.419999999999999957e-06 3.000000000000000076e-05 1.399000000000000124e-04 2.399000000000000036e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.399999999999999937e-06 5.987000000000000107e-05 1.898999999999999945e-05 1.200000000000000030e-05 3.999999999999999819e-06 1.299000000000000133e-04 3.587000000000000131e-06 6.817999999999999617e-10 3.176999999999999821e-06
5.000000000000000409e-06 1.419999999999999957e-06 2.449999999999999921e-05 1.399000000000000124e-04 2.399000000000000036e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.349999999999999992e-06 5.981999999999999986e-05 1.898999999999999945e-05 1.200000000000000030e-05 3.999999999999999819e-06 1.299000000000000133e-04 2.890999999999999934e-06 5.329000000000000271e-08 7.444000000000000218e-06
5.000000000000000409e-06 1.419999999999999957e-06 2.000000000000000164e-05 1.398000000000000100e-04 2.398000000000000012e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.300000000000000047e-06 5.976999999999999864e-05 1.898000000000000124e-05 1.199000000000000040e-05 3.999999999999999819e-06 1.298000000000000109e-04 2.195000000000000160e-06 1.059000000000000020e-07 1.170999999999999969e-05
5.000000000000000409e-06 1.419999999999999957e-06 1.609999999999999832e-05 1.397000000000000075e-04 2.398000000000000012e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.250000000000000102e-06 5.974000000000000062e-05 1.898000000000000124e-05 1.199000000000000040e-05 3.999999999999999819e-06 1.297000000000000084e-04 1.717000000000000036e-06 1.176999999999999912e-06 1.961999999999999850e-05
5.000000000000000409e-06 1.419999999999999957e-06 1.299999999999999920e-05 1.396000000000000051e-04 2.396999999999999988e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.199999999999999946e-06 5.970000000000000100e-05 1.896999999999999964e-05 1.199000000000000040e-05 3.999999999999999819e-06 1.296000000000000060e-04 1.238000000000000048e-06 2.247999999999999907e-06 2.752000000000000079e-05
5.000000000000000409e-06 1.419999999999999957e-06 1.139999999999999927e-05 1.396000000000000051e-04 2.395999999999999964e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.150000000000000001e-06 5.967999999999999781e-05 1.896000000000000143e-05 1.199000000000000040e-05 3.999999999999999819e-06 1.295000000000000036e-04 9.774999999999999584e-07 2.434999999999999980e-06 3.283999999999999729e-05
5.000000000000000409e-06 1.419999999999999957e-06 1.000000000000000082e-05 1.395000000000000027e-04 2.394999999999999939e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.100000000000000056e-06 5.966000000000000139e-05 1.894999999999999983e-05 1.198000000000000050e-05 3.999999999999999819e-06 1.294000000000000011e-04 7.169999999999999750e-07 2.622000000000000053e-06 3.816000000000000056e-05
5.000000000000000409e-06 1.419999999999999957e-06 8.369999999999999484e-06 1.394000000000000003e-04 2.393999999999999915e-04 5.000000000000000409e-06 5.780000000000000225e-05 1.049999999999999900e-06 5.963000000000000337e-05 1.894000000000000162e-05 1.198000000000000050e-05 3.999999999999999819e-06 1.292999999999999987e-04 6.231000000000000143e-07 2.526000000000000040e-06 3.576000000000000321e-05
