2.999999999999999737e-04 2.999999999999999737e-04 2.300000000000000002e-05 5.000000000000000104e-04 5.000000000000000240e-05 4.399999999999999695e-08 1.000000000000000021e-08 1.000000000000000021e-03 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.999999999999999474e-04 2.399999999999999790e-03 7.700000000000000816e-06 7.810000000000000000e+05 1.700000000000000122e-04 6.999999999999999929e-04 2.000000000000000096e-04 2.999999999999999737e-04 2.000000000000000042e-03 9.999999999999999988e-15
2.999999999999999737e-04 2.739999999999999923e-04 2.300000000000000002e-05 5.000000000000000104e-04 5.959999999999999857e-05 4.399999999999999695e-08 1.000000000000000021e-08 7.489999999999999913e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.900000000000000296e-04 1.069999999999999988e-03 1.060000000000000016e-05 7.810000000000000000e+05 1.649999999999999991e-04 6.700000000000000226e-04 1.949999999999999965e-04 1.720000000000000066e-04 2.000000000000000042e-03 9.999999999999999988e-15
2.999999999999999737e-04 2.359999999999999902e-04 2.300000000000000002e-05 4.629999999999999784e-04 6.930000000000000396e-05 4.399999999999999695e-08 1.229999999999999930e-08 5.609999999999999752e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.800000000000000034e-04 4.040000000000000080e-04 1.220000000000000008e-05 7.810000000000000000e+05 1.630000000000000047e-04 6.430000000000000169e-04 1.920000000000000049e-04 9.569999999999999514e-05 2.000000000000000042e-03 9.999999999999999988e-15
2.999999999999999737e-04 1.900000000000000105e-04 2.300000000000000002e-05 3.800000000000000209e-04 7.909999999999999822e-05 4.399999999999999695e-08 1.970000000000000104e-08 4.220000000000000118e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.699999999999999772e-04 2.269999999999999882e-04 1.139999999999999927e-05 7.810000000000000000e+05 1.610000000000000103e-04 6.220000000000000485e-04 1.890000000000000133e-04 6.739999999999999843e-05 2.000000000000000042e-03 9.999999999999999988e-15
2.999999999999999737e-04 1.459999999999999981e-04 2.300000000000000002e-05 2.880000000000000073e-04 8.870000000000000117e-05 4.399999999999999695e-08 3.180000000000000020e-08 3.190000000000000019e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.619999999999999996e-04 1.399999999999999877e-04 9.799999999999999345e-06 7.810000000000000000e+05 1.600000000000000131e-04 6.070000000000000092e-04 1.840000000000000001e-04 5.069999999999999908e-05 1.979999999999999989e-03 9.999999999999999988e-15
2.999999999999999737e-04 1.179999999999999951e-04 2.300000000000000002e-05 2.039999999999999984e-04 9.749999999999999823e-05 4.399999999999999695e-08 5.630000000000000121e-08 2.390000000000000089e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.550000000000000462e-04 1.000000000000000048e-04 8.009999999999999542e-06 7.810000000000000000e+05 1.600000000000000131e-04 6.019999999999999961e-04 1.769999999999999926e-04 3.990000000000000084e-05 1.949999999999999910e-03 9.999999999999999988e-15
2.999999999999999737e-04 9.710000000000000206e-05 2.300000000000000002e-05 1.459999999999999981e-04 1.110000000000000011e-04 4.399999999999999695e-08 9.180000000000000146e-08 1.789999999999999870e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.479999999999999845e-04 7.440000000000000595e-05 6.420000000000000366e-06 7.810000000000000000e+05 1.600000000000000131e-04 5.999999999999999474e-04 1.659999999999999963e-04 3.190000000000000290e-05 1.899999999999999996e-03 9.999999999999999988e-15
2.999999999999999737e-04 8.299999999999999815e-05 2.300000000000000002e-05 9.880000000000000273e-05 1.259999999999999998e-04 4.409999999999999785e-08 1.530000000000000068e-07 1.320000000000000101e-04 1.700000000000000029e-06 3.000000000000000076e-06 1.000000000000000021e-08 5.400000000000000069e-04 6.039999999999999769e-05 5.419999999999999776e-06 7.810000000000000000e+05 1.600000000000000131e-04 5.999999999999999474e-04 1.489999999999999897e-04 2.799999999999999958e-05 1.850000000000000082e-03 9.999999999999999988e-15
2.999999999999999737e-04 7.210000000000000425e-05 2.300000000000000002e-05 6.480000000000000300e-05 1.389999999999999905e-04 4.450000000000000143e-08 2.410000000000000007e-07 9.959999999999999507e-05 1.700000000000000029e-06 3.000000000000000076e-06 1.009999999999999945e-08 5.320000000000000293e-04 5.009999999999999805e-05 4.699999999999999893e-06 7.810000000000000000e+05 1.600000000000000131e-04 5.980000000000000072e-04 1.230000000000000082e-04 2.549999999999999980e-05 1.789999999999999925e-03 9.999999999999999988e-15
2.999999999999999737e-04 6.559999999999999534e-05 2.320000000000000149e-05 3.770000000000000158e-05 1.530000000000000056e-04 4.559999999999999804e-08 4.040000000000000177e-07 7.480000000000000212e-05 1.700000000000000029e-06 3.000000000000000076e-06 1.049999999999999972e-08 5.249999999999999676e-04 4.220000000000000254e-05 4.410000000000000129e-06 7.810000000000000000e+05 1.600000000000000131e-04 5.940000000000000184e-04 9.090000000000000044e-05 2.400000000000000061e-05 1.719999999999999958e-03 9.999999999999999988e-15
