0.000000000000000000e+00 1.013000000000000000e+03 2.496000000000000000e+19 2.941999999999999886e+02 1.876000000000000000e+04 3.300000000000000000e+02 3.016999999999999890e-02 3.200000000000000067e-01 1.499999999999999944e-01 1.699999999999999956e+00 2.090000000000000000e+05
1.000000000000000000e+00 9.020000000000000000e+02 2.257000000000000000e+19 2.896999999999999886e+02 1.378000000000000000e+04 3.300000000000000000e+02 3.336999999999999689e-02 3.200000000000000067e-01 1.449999999999999900e-01 1.699999999999999956e+00 2.090000000000000000e+05
2.000000000000000000e+00 8.020000000000000000e+02 2.038000000000000000e+19 2.851999999999999886e+02 9.680000000000000000e+03 3.300000000000000000e+02 3.694000000000000061e-02 3.200000000000000067e-01 1.398999999999999966e-01 1.699999999999999956e+00 2.090000000000000000e+05
3.000000000000000000e+00 7.100000000000000000e+02 1.843000000000000000e+19 2.791999999999999886e+02 5.984000000000000000e+03 3.300000000000000000e+02 4.222000000000000058e-02 3.200000000000000067e-01 1.348999999999999921e-01 1.699999999999999956e+00 2.090000000000000000e+05
4.000000000000000000e+00 6.280000000000000000e+02 1.666000000000000000e+19 2.731999999999999886e+02 3.813000000000000000e+03 3.300000000000000000e+02 4.821000000000000285e-02 3.200000000000000067e-01 1.312000000000000111e-01 1.697000000000000064e+00 2.090000000000000000e+05
5.000000000000000000e+00 5.540000000000000000e+02 1.503000000000000000e+19 2.671999999999999886e+02 2.225000000000000000e+03 3.300000000000000000e+02 5.512000000000000233e-02 3.200000000000000067e-01 1.302999999999999992e-01 1.687000000000000055e+00 2.090000000000000000e+05
6.000000000000000000e+00 4.870000000000000000e+02 1.351000000000000000e+19 2.611999999999999886e+02 1.510000000000000000e+03 3.300000000000000000e+02 6.407999999999999807e-02 3.200000000000000067e-01 1.287999999999999978e-01 1.671999999999999931e+00 2.090000000000000000e+05
7.000000000000000000e+00 4.260000000000000000e+02 1.212000000000000000e+19 2.546999999999999886e+02 1.020000000000000000e+03 3.300000000000000000e+02 7.764000000000000068e-02 3.200000000000000067e-01 1.247000000000000053e-01 1.649000000000000021e+00 2.090000000000000000e+05
8.000000000000000000e+00 3.720000000000000000e+02 1.086000000000000000e+19 2.481999999999999886e+02 6.463999999999999773e+02 3.300000000000000000e+02 9.125999999999999390e-02 3.195000000000000062e-01 1.184999999999999942e-01 1.629000000000000004e+00 2.090000000000000000e+05
9.000000000000000000e+00 3.240000000000000000e+02 9.716000000000000000e+18 2.416999999999999886e+02 4.128999999999999773e+02 3.300000000000000000e+02 1.111000000000000043e-01 3.163000000000000256e-01 1.093999999999999972e-01 1.614999999999999991e+00 2.090000000000000000e+05
1.000000000000000000e+01 2.810000000000000000e+02 8.656000000000000000e+18 2.353000000000000114e+02 2.471999999999999886e+02 3.300000000000000000e+02 1.303999999999999881e-01 3.095999999999999863e-01 9.962000000000000022e-02 1.578999999999999959e+00 2.090000000000000000e+05
1.100000000000000000e+01 2.430000000000000000e+02 7.698000000000000000e+18 2.288000000000000114e+02 9.556000000000000227e+01 3.300000000000000000e+02 1.792999999999999872e-01 2.988999999999999990e-01 8.963999999999999746e-02 1.542000000000000037e+00 2.090000000000000000e+05
1.200000000000000000e+01 2.090000000000000000e+02 6.814000000000000000e+18 2.223000000000000114e+02 2.944000000000000128e+01 3.300000000000000000e+02 2.230000000000000038e-01 2.936000000000000276e-01 7.814000000000000112e-02 1.508000000000000007e+00 2.090000000000000000e+05
1.300000000000000000e+01 1.790000000000000000e+02 6.012000000000000000e+18 2.158000000000000114e+02 8.000000000000000000e+00 3.300000000000000000e+02 2.999999999999999889e-01 2.859999999999999765e-01 6.374000000000000499e-02 1.479000000000000092e+00 2.090000000000000000e+05
1.400000000000000000e+01 1.530000000000000000e+02 5.141000000000000000e+18 2.156999999999999886e+02 5.000000000000000000e+00 3.300000000000000000e+02 4.400000000000000022e-01 2.800000000000000266e-01 5.025000000000000300e-02 1.451000000000000068e+00 2.090000000000000000e+05
1.500000000000000000e+01 1.300000000000000000e+02 4.368000000000000000e+18 2.156999999999999886e+02 3.399999999999999911e+00 3.300000000000000000e+02 5.000000000000000000e-01 2.723999999999999755e-01 3.941000000000000059e-02 1.421999999999999931e+00 2.090000000000000000e+05
1.600000000000000000e+01 1.110000000000000000e+02 3.730000000000000000e+18 2.156999999999999886e+02 3.299999999999999822e+00 3.300000000000000000e+02 5.999999999999999778e-01 2.610999999999999988e-01 3.068999999999999853e-02 1.389999999999999902e+00 2.090000000000000000e+05
1.700000000000000000e+01 9.500000000000000000e+01 3.192000000000000000e+18 2.156999999999999886e+02 3.200000000000000178e+00 3.300000000000000000e+02 6.999999999999999556e-01 2.421000000000000096e-01 2.488999999999999893e-02 1.356000000000000094e+00 2.090000000000000000e+05
1.800000000000000000e+01 8.120000000000000284e+01 2.715000000000000000e+18 2.168000000000000114e+02 3.149999999999999911e+00 3.300000000000000000e+02 1.000000000000000000e+00 2.174000000000000099e-01 1.966000000000000039e-02 1.322999999999999954e+00 2.090000000000000000e+05
1.900000000000000000e+01 6.950000000000000000e+01 2.312000000000000000e+18 2.179000000000000057e+02 3.200000000000000178e+00 3.300000000000000000e+02 1.500000000000000000e+00 1.842999999999999916e-01 1.549000000000000030e-02 1.280999999999999917e+00 2.090000000000000000e+05
2.000000000000000000e+01 5.950000000000000000e+01 1.967000000000000000e+18 2.191999999999999886e+02 3.299999999999999822e+00 3.300000000000000000e+02 2.000000000000000000e+00 1.607000000000000095e-01 1.331000000000000065e-02 1.223999999999999977e+00 2.090000000000000000e+05
