1,1,0.012
2,1,0.018
3,3,0.015
4,3,0.009
5,5,0.009
6,5,0.007
7,7,0.006
8,7,0.006
9,9,0.008
10,9,0.018
11,11,0.006
12,11,0.006
13,13,0.01
14,13,0.009
15,15,0.006
16,15,0.006
17,17,0.011
18,17,0.006
19,19,0.024
20,19,0.009
21,21,0.012
22,21,0.012
23,23,0.015
24,23,0.015
25,25,0.017
26,25,0.017
27,27,0.019
28,27,0.019
29,29,0.021
30,29,0.021
31,31,0.024
32,31,0.024
33,33,0.026
34,33,0.026
35,35,0.028
36,35,0.028
37,37,0.031
38,37,0.031
